NOTA;PROJETO;TÍTULO;MUNICIPIO;STATUS;ENCARREGADO;SUPERVISOR;"AR
COELBA";;CRITERIO;"ANÁLISE
PROJETO
PRÉ-FECH.";SOLICITAÇÃO DE RESERVA;"DATA SAQUE
MATERIAIS";"PES
LV";"PES 
ENCABEÇ. BT
/ ENERG.";"PES
PD";"DATA
PD";"STATUS
PES PD";SI PG;PG's;CLIENTES;PREVISTOS;CAVA REALIZADA;REALIZADO;Á REALIZAR;AVNR;AVNP;INCIO;FIM;DATA ENERG REAL;;REFERENCIA;LATITUDE;LONGITUDE;VALOR DE PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;JAC Jan 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;JAC Set 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Vlr Serviço Total;Vlr Serviço / Turma;;;;;;;;;;;;;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R$ 166.111,02;R$ 161.154,60;R$ 5.684.663,91;R$ 5.556.347,48;11,25%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOTA;;;MUNICÍPIO;ENCARREGADO;STATUS;SUPERVISOR;"AR
COELBA";PLANO;CRITERIO;OBRA SIMPLIFICADA;"ANÁLISE
PROJETO
PRÉ-FECH.";SOLICITAÇÃO DE RESERVA;"DATA SAQUE
MATERIAIS";SOLICITAÇÃO DE TRANSPORTE CONCRETO;PES LV;"PES  ENCAB. BT
/ ENERG.";PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIENTES;PREVISTOS;CAVA REALIZADA;REALIZADO;Á REALIZAR;AVNP;AVNR;INCIO;FIM;DATA ENERG REAL;OC. ENERG.;REFERENCIA;LATITUDE;LONGITUDE;VALOR DE PROJETO;VALOR SERVIÇO;SERV. X % AVNP;Ticket Médio;% Vlr Serv x Vlr Projeto;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PROJETO;TÍTULO;;;;PROVAVEL ROCHA;OBS;AVALIAÇÃO SERVIÇO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9101734073;;;TAPIRAMUTÁ;HERMOGENES/JOAOZITO;CANCELADA - SOLICITAR REVISÃO;ANDERSON;NAILTON SANTANA;PLANO 14;JUDICIAL;;30/09/2025;ANALISAR;16/10/2025;;;2025-124629;2025-123723;21/10/2025;APROVADO;1038596;E878655 AO E878739;2;65;;;;100%;;01/10/25;31/10/25;;;D217404;-11,898634;-40,801908;R$ 895.710,67;;0%;R$  (21.952,67);0%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1033157;MP-CCOL-POV-INGAZEIRA-RURAL;;;;;ABRIR CHAVE H84753 PARA SUBSTITUIR POSTE D217404 E ENCABEÇAR REDE NOVA MT E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: D230026  PES BT.: ENCABEÇAR REDE BT NOVA NO PG NOVO E ENERGIZAR A OBRA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9102140206;;;CAMPO FORMOSO;JAIRO;ENERGIZADA;EDLECIO;DIORLAN REIS;PLANO 14;;;24/09/2025;ANALISAR;08/10/25;;;2025-125533;2025-123730;22/10/2025;APROVADO;1038551;E878459 AO E878518;;60;;52;;;;01/10/25;31/10/25;;;E126378;-10,110247;-40,80345;R$ 529.924,68;R$  102.265,06;531778312%;R$  5.317.783,12;19%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1173896;RR - CIND POV LAGE DE CIMA 25 - RURAL;;;;;ABRIR CHAVE V10800 PARA REALIZAR MUDANÇA DE ESTRUTURA N3 PARA N4 NO PG E126378, ENCABEÇAR REDE NOVA E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: E126378 E E126879. PES BT.: ENCABEÇAR REDE BT NOVA NO PG NOVO E ENERGIZAR A OBRA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9101485073;;;VARZEA DO POÇO;ALESSANDRO/ hermógenes;ENERGIZADA;ANDERSON;RICARDO BRITO;;;;30/08/2025;01/09/2025;;;;;2025-120744;15/10/2025;APROVADO;;E857466 AO E857498;;30;;30;;;;01/10/25;30/10/25;;;;-11,533215;-40,308907;R$ 255.446,68;;0%;R$  (6.337,23);0%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1053689;RI-SEIN-RUA-ALCEBIADES RIOS-CENTRO VARZE;;;;;PES DESL.: ABRIR CHAVE DO TRAFO J60288, PARA POSSIBILITAR A SUBSTITUIÇÃO DOS POSTES BT PARA MT DE PG'S D014040 AO D014038 E REALOCAR TRAFO DE PLACA J60288 PARA O PG D014042 E ENERGIZAR OBRA.(ATERRAR PG'S D014041 E D014047)PES LV: TRANSFORMAR M3 EM M4 NO PG D014041 E ENCABEÇAR REDE NOVA MT E ENERGIZAR OBRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9102328677;;;CAPIM GROSSO;JOSÉ MIZAEL;ENERGIZADA;EDUARDO;WELLINGTON SOUZA;PLANO 7;PRIORIDADE PLANO ANEEL;NÃO;20/09/2025;24/09/2025;06/10/2025;;;2025-124476;2025-116555;07/10/2025;APROVADO;;E838972 AO E838975;0;4;;;;100%;;01/10/25;07/10/2025;;;D036525;-11,365107;-39,927872;R$ 23.645,62;R$  6.375,65;0%;R$  -;27%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1221296;AC-CIND-FAZ-NOVILHA-RURAL;;;;;PES DESL.: ABRIR A CHAVE J52630, PARA POSSIBILITAR INTERCALAR  POSTE ENTRE OS PG'S D036525 E D036526E, ENCABEÇAR REDE NOVA BT E ENERGIZAR OBRA.(ATERRAR OS PG'S D036525 E D036526). PES BT.: ENCABEÇAR REDE BT NOVA NO PG NOVO E ENERGIZAR A OBRA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9102325218;;;CALDEIRÃO GRANDE;EUDÁRIO;CANCELADA;EDLECIO;RAFAEL CRUZ;PLANO 7;PRIORIDADE PLANO ANEEL;NÃO;19/09/2025;29/09/2025;06/10/2025;;;CRIAR;2025-117021;08/10/2025;APROVADO;;E857505;1;1;1;;;100%;;02/10/25;08/10/25;;;D520999;-11,007182;-40,309511;R$ 18.840,06;R$  2.333,91;0%;R$  -;12%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1221205;ER-CIND-FAZ BARRA 50-PATOS;;;;;PES DESL.: ABRIR A CHAVE W84240, PARA POSSIBILITAR INTERCALAR POSTE ENTRE OS PG'S D520999 E D520994, FECHAR CHAVE DO TRAFO NOVO E ENERGIZAR OBRA.(ATERRAR OS PG'S D520998 E D520997).;OBRA CANCELADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9102075771;;;GAVIÃO;ANTÔNIO;ENERGIZADA;EDUARDO;MANOEL CONCEICAO;PLANO 7;GOVERNO;NÃO;18/09/2025;29/09/2025;06/10/2025;;2025-125177;2025-125560;;;;1038555;E857439 AO E857450;0;12;;12;;100%;;06/10/25;24/10/25;;;A236325;-11,4720518;-39,7859969;R$ 103.640,44;R$  21.728,19;26073828%;R$  260.738,28;21%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1144334;ER-SEIN-AV-LOMANTO JUNIOR-CENTRO;;;;;PES LV: INTERCALAR POSTE MT COM ESTRUTURA N1 E CE3, ENTRE OS PGs A236325 E A262761 E INSTALAR BANCADA COM CHAVES FUSIVEIS E ENERGIZAR OBRA. PES BT: ENCABEÇAR REDE BT NO PG NOVO, FECHAR CHAVE DO TRAFO E ENERGIZAR OBRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9102319058;;;PIRITIBA;JOAOZITO;ENERGIZADA;ANDERSON;NAILTON SANTANA;PLANO 14;LPT;;30/09/2025;07/10/2025;09/10/2025;;;2025-125654;2025-120763;17/10/25;APROVADO;;E863221 AO E863235;3;15;;15;;100%;;07/10/25;30/10/25;;;R031774;-11,560574;-40,662033;R$ 135.337,96;;0%;R$  (3.328,36);0%;JAC Out 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B-1209978;RR-CIND-POV-ALTAMIRA-MASSAMBAO;;;;;ABRIR CHAVE J06232 PARA INTERCALAR POSTE ENTRE OS PGS R031773 E R031774, FECHAR CHAVE E TRAFO NOVO E ENERGIZAR OBRA. PONTOS DE ATERRAMENTO: R031773 E R031774 3 CI 18 CHI PES BT: ENCABEÇAR REDE MT NOVA DO PG NOVO, FECHAR CHAVE FUSIVEL NOVA E ENERGIZAR OBRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
