NOTA;PROJETO;TÍTULO;MUNICIPIO;STATUS;ENCARREGADO;SUPERVISOR;"AR
COELBA";;CRITERIO;"ANÁLISE
PROJETO
PRÉ-FECH.";SOLICITAÇÃO DE RESERVA;"DATA SAQUE
MATERIAIS";"PES
LV";"PES 
ENCABEÇ. BT
/ ENERG.";"PES
PD";"DATA
PD";"STATUS
PES PD";SI PG;PG's;CLIENTES;PREVISTOS;CAVA REALIZADA;REALIZADO;Á REALIZAR;AVNR;AVNP;INCIO;FIM;DATA ENERG REAL;;REFERENCIA;LATITUDE;LONGITUDE;VALOR DE PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;JAC Jan 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1152989;;MONTE SANTO;GABRIEL;MARCELO;;;PLANO 14;AIC AUDITORIA;;;;;;;;;;;;;;;;;50%;;;;;;;;;;;;;;FALTA ELO 0,5H 536778, FALTA CABO 4 2202040, 3430547 ALÇA 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D575044;E959940 - E959959;;;https://drive.google.com/file/d/1NkC7jgPMGj5FLxrOHtp0Z0v0sL74y0CP/view;;;;;;N3/4;;;;1;;;;;;;;;;;;;;;;20;;;;;;;;R$ 212.049,17;;;MP-CIND-FAZ-RIACHO FUNDO-RURAL;;;;LV + ENERGZ;;;0;;;;;;;16/02/2026;27/02/2026;16/02/2026;;;TRUE;;;22438 LV  24298 EN;;-10,3779791, -39,2275343;18;;;;FALSE;2;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,3779791;-39,2275343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1187904;;FILADÉLFIA;ADRIANO;REGINALDO;;;PLANO 14;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;FALTA CABO 4 2202040, 3430547 ALÇA 25, ELO 0,5H 536778, CONECT ESTRIBO 2403000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D406736;E959960 - E959977;;;https://drive.google.com/file/d/1rgx9pjVyYe46mIjz6dZ2ILtjVUtJuKZm/view;;;;;;N3/4;;;;19;;;;;;;;;;;;;;;;19;;;;;;;;R$ 162.733,98;;;ER-CIND-POV-VARZEA QUEIMADA-3;;;;LV + ENERGZ;;;18;;;;;;;23/02/2026;27/02/2026;17/02/2026;;;TRUE;;;22458 LV  24315 EN;;-10,7862048, -40,1412658;10;;;;FALSE;3;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,7862048;-40,1412658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1167474;;CAMPO FORMOSO;EDLECIO;JOSE ROBERTO;;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;Mudar desligamento - Passar BT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q061738;E959978 - E959995;;;https://drive.google.com/file/d/18oVi-DfmD6yB6glOozlZxRy4vekT_I0a/view?usp=drive_link;;;;;;4 PSTP;;;;0;;;;;;;;;;;;;;;;17;;;;;;;;R$ 189.770,94;;;RR-CIND-FAZ-CAMPINAS-CAMPINHOS;;;;DESL + LV;;;;;;;;;;23/02/2026;27/02/2026;17/02/2026;;;;;;18464 (D);;-10,5358836, -40,431366;18;;;24/02/2026;FALSE;1;fev./1;ADF EM 7 VAO E SUB 2 PST;Nao concluida;Nao concluida;;Nao concluida;-10,5358836;-40,431366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1069756;;CAMPO FORMOSO;EDLECIO;ADAO;;;PLANO 14;SUBSÍDIO DE DEFESA;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;"FALTA CABO 4 2202040; Realizar 1 Poda";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B139659;E959996 - E960010;;;https://drive.google.com/file/d/1lKoZ9hXiXWtVUPJtOMn8mJHpthkfu0R6/view?usp=drive_link;;;;;;1 N4-3;;;;PENDENTE FURAR;;;;;;;;;;;;;;;;15;;;;;;;;R$ 123.275,29;;;MP-CCOL-POV-ARARAS-RURAL;;;;LV + ENERGZ;;;;;;;;;;16/02/2026;27/02/2026;16/02/2026;;;TRUE;;;22318 LV  24708 EN;;-9,9794725, -40,4737873;15;;;;FALSE;2;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;FALSE;Nao concluida;-9,9794725;-40,4737873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1242603;;ITIUBA;GABRIEL;ANAILTON;Energizada;;PLANO 14;REPUTACIONAL;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q093542;E960011 - E960025;;;https://drive.google.com/file/d/1k-8OJ2oSQ7CGQLWvAN5QdgOl8p4gJWlp/view;;;;;;;;;;14;#VALUE!;;;;;;;07/02/2026;;TRUE;;;;;;14;;;;;;;;R$ 70.498,88;;;ER-CIND-POV-MATINHA-RURAL;;;;LV + ENERGZ;;;0;;;;;;;02/02/2026;13/02/2026;12/01/2026;;TRUE;TRUE;;;1451 EN LV-5569;;-10,6510182, -39,8157491;14;;;;TRUE;1;jan./1;;OK;OK;TRUE;OK;-10,6510182;-39,8157491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-0734547;;CAMPO FORMOSO;EDLECIO;ISRAEL;;;PLANO 14;REPUTACIONAL;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;FALTA TRAFO 2 2-10 211304, FALTA ELO 0,5H 536778, CONECT ESTRIBO 2403000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q025022;E875570 – E875583;;;https://drive.google.com/file/d/18UJcbZbswKDWyPqqCjc-0SFHTwe3YsNK/view;;;;;;N1-3;;;;0;;;;;;;;;;;;;;;;14;;;;;;;;R$ 69.829,38;;;MP-CCOL-POV ATALHO 44444 - RURAL;;;;LV + ENERGZ;;;;;;;;;;16/02/2026;27/02/2026;;;TRUE;TRUE;;;5346 EN LV-6480;;-10,1273956, -40,732631;13;;;;FALSE;3;jan./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,1273956;-40,732631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1151663;;CANSANÇÃO;GABRIEL;ANAILTON;;;PLANO 7;RECLAMAÇÃO;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;FALTA TRAFO 1 2-10 211304, FALTA ELO 0,5H 536778, CONECT ESTRIBO 2403000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D353699;E960026 - E960039;;;https://drive.google.com/file/d/1NP88ud6-o_lCx7-f529poCzFniA5kP0y/view;;;;;;1 N4-3;;;;12 FURADAS (8 DETONADAS);;;;;;;;;;;;;;;;13;;;;;;;;R$ 150.213,08;;;AC - CIND FAZ LAGINHA - RURAL;;;;LV + ENERGZ;;;12;;;;;;;16/02/2026;27/02/2026;02/02/2026;;;TRUE;;;20320 EN  // 21888 LV;;-10,6493745, -39,4713057;13;;;;FALSE;1;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,6493745;-39,4713057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1211865;;FILADÉLFIA;ADRIANO;REGINALDO;;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;CONECT ESTRIBO 2403000, 536781 - ELO  3H FALTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q054990;E960040 - E960051;;;https://drive.google.com/file/d/1fKKTHr7zmkGUR_rRv03vi7BqDLyMTHlj/view;;;;;;1 N4-3;;;;12;;;;;;;;;;;;;;;;12;;;;;;;;R$ 127.045,72;;;UB-CIND-RUA-DO CONTORNO-URBANA;;;;DESL + LV + ENERGZ;;;10;;;;;;;23/02/2026;27/02/2026;17/02/2026;;;TRUE;;;18805 DESL 1 25/02 / 18844 DESL 2 26/02/ 20313 EN  // 21863 LV;;-10,7233948, -40,1238703;12;;;25/02/2026;FALSE;1;fev./1;SUB 3 PST BT E 3 VAO BT;Nao concluida;Nao concluida;;Nao concluida;-10,7233948;-40,1238703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1084618;;CAMPO FORMOSO;EDLECIO;;Cancelada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D568744;E960064 - E960074;;;https://drive.google.com/file/d/16rqNbd9Rmz3ILUYnfMcNw28rRbMmcug4/view;;;;;;SUB PST N1-3;;;;;;;;;;;;;;;;;;;;11;;;;;;;;R$ 56.320,08;;;LD CIND FAZ SANTA RITA RURAL;;;;DESL + LV;;;0;;;;;;;23/02/2026;27/02/2026;;;;TRUE;;;;;-10,5205239, -40,4334179;0;;;;FALSE;1;fev./1;RELOC TRAFO;Nao concluida;Nao concluida;;Nao concluida;-10,5205239;-40,4334179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1228884;;ITIUBA;GABRIEL;;Cancelada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D003951;E960075 - E960087;;;https://drive.google.com/file/d/1iFTbWZQUBju6QnYdS9iSKsfYRlOa8U-4/view;;;;;;1 N1-3;;;;;;;;;;;;;;;;;;;;11;;;;;;;;R$ 98.955,17;;;ER-CIND-POV-CARRAPATO 10000-RURAL;;;;LV + ENERGZ;;;0;;;;;;;16/02/2026;20/02/2026;;;;TRUE;;;;;-10,7088911, -40,0005639;0;;;;FALSE;1;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,7088911;-40,0005639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1214688;;CAMPO FORMOSO;EDLECIO;ISRAEL;Energizada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D220968;E960052 - E960063;;;https://drive.google.com/file/d/1tDt36s4o1AjcyEiCPgKBw7o65hg5PqA1/view;;;;;;N3/4;;;;11;;;;;;;;19/02/2026;;TRUE;;;;;;11;;;;;;;;R$ 82.213,77;;;ER-CIND-POV-BAIXAO-RURAL;;;;LV + ENERGZ+ BT;;;0;;;;;;;16/02/2026;20/02/2026;09/02/2026;;TRUE;TRUE;;;20301 BT / 20306 EN  // 22097  LV;;-10,4960847, -40,5590754;9;;;;TRUE;2;fev./1;É POSSIVEL;OK;OK;TRUE;OK;-10,4960847;-40,5590754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1212991;;PINDOBAÇU;ADRIANO;;Cancelada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q037064;E960088 - E960099;;;https://drive.google.com/file/d/1DnGZznXOe5TTdomGmQCAPf69qZEVXucP/view;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;R$ 56.320,08;;;ER-CIND-FAZ-INGAS-RURAL;;;;DESL;;;0;;;;;;;23/02/2026;27/02/2026;;;;TRUE;;;;;-10,7074447, -40,3481493;0;;;;FALSE;1;fev./1;SUB 1 PSTP;Nao concluida;Nao concluida;;Nao concluida;-10,7074447;-40,3481493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1227353;;PINDOBAÇU;ADRIANO;EDSON;Energizada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D700793;E960100 - E960109;;;https://drive.google.com/file/d/1fE37TEn7LTroZrLQ_ZOHLnmWE5TLiUQL/view;;;;;;;;;;10;;;;;;;;13/02/2026;;TRUE;;;;;;10;;;;;;;;R$ 57.648,84;;;UB-CIND-RUA-DA LINHA-CENTRO;;;;BT;;;0;;;;;;;16/02/2026;20/02/2026;10/02/2026;;TRUE;TRUE;;;20291 BT;;-10,7386008, -40,3653318;10;;;;TRUE;2;fev./1;;OK;OK;TRUE;OK;-10,7386008;-40,3653318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1227539;;ANDORINHA;GABRIEL;ALDAIR;;;PLANO 7;GOVERNO;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;FALTA TRAFO 3-75 211446, ELO 5H 536783, 3X70 2230084, LAÇO 50 3431560, ALÇA 50 3430545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q090993;E960119 - E960128;;;https://drive.google.com/file/d/1mMTZHBWWP6ifq6NVBJWxSpd7hz7Orbnq/view;;;;;;1 CH;;;;3 DETONADAS;;;;;;;;;;;;;;;;9;;;;;;;;R$ 136.460,34;;;UB-CIND-AV-JOSE CORGOSINHO CF-CENTRO;;;;DESL + LV;;;0;;;;;;;23/02/2026;27/02/2026;02/02/2026;;;TRUE;;;LV-20433 DESL 18972;;-10,3481841, -39,837421;9;;;26/02/2026;FALSE;1;fev./1;PENDENTE ANALISE // ADF EM 10 VAOS;Nao concluida;Nao concluida;;Nao concluida;-10,3481841;-39,837421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1202352;;CAMPO FORMOSO;EDLECIO;;Paralisada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;DEPENDE DE B-1202349(MÊS 4);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E960129 - E960140;;;https://drive.google.com/file/d/1F7J-k9-YdAx-2HhKYPvCgQ_C6iDa8TZR/view;;;;;;N3;;;;;;;;;;;;;;;;;;;;8;;;;;;;;R$ 74.873,29;;;AC-CIND-REG.FV POV-ABREU DO PACAUI-RURAL;;;;LV + ENERGZ;;;;;;;;;;;;;;;;;;;;;0;;;;FALSE;2;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1163365;;ITIUBA;GABRIEL;GESONI;Energizada;;PLANO 14;INSTITUCIONAL;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E609308;E960141 - E960149;;;https://drive.google.com/file/d/1Lx_imHFtSFLRFXNQeFDne3yJCB3X9X5B/view;;;;;;;;;;8;;;;;;;;19/02/2026;;TRUE;;;;;;8;;;;;;;;R$ 82.059,10;;;ER-CIND-POV-ASSENT OURICURI-TORTO;;;;BT;;;0;;;;;;;09/02/2026;13/02/2026;09/02/2026;;TRUE;TRUE;;;20287 BT;;-10,7657576 , -39,9183235;9;;;;TRUE;1;fev./1;;OK;OK;TRUE;OK;-10,7657576;-39,9183235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1220217;;SENHOR DO BONFIM;ADRIANO;JOILSON;Energizada;;PLANO 7;INSTITUCIONAL;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E524673;E960150 - E960155;;;https://drive.google.com/file/d/15m4WocAEXJEMF4dYIlvVMkFgbTAMTRty/view;;;;;;;;;;6;;;;;;;;04/02/2026;;TRUE;;;;;;6;;;;;;;;R$ 31.227,54;;;ER-CIND-POV-PASSAGEM VELHA 14-RURAL;;;;BT;;;0;;;;;;;02/02/2026;13/02/2026;04/02/2026;;TRUE;TRUE;;;;;-10,51257675,-40,16281708;6;;;;TRUE;2;fev./1;;OK;OK;TRUE;OK;-10,51257675;-40,16281708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1231272;;ANDORINHA;GABRIEL;;Paralisada;;PLANO 7;OBRAS ÁGEIS;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D237071;E960156 - E960160;;;https://drive.google.com/file/d/1ohRT7YL_jhrPLTce_SB6oHPu0Fhnb4-2/view?usp=drive_link;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;R$ 35.107,74;;;ER-CIND-FAZ-MORRO REDONDO-RURAL M REDOND;;;;DESL;;;0;;;;;;;12/02/2026;20/02/2026;02/02/2026;;TRUE;TRUE;;;14749(D);;-10,4644564, -39,8919356;5;;;;FALSE;1;fev./1;SUBS TRF;Nao concluida;Nao concluida;;Nao concluida;-10,4644564;-39,8919356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1211882;;ITIUBA;GABRIEL;;Cancelada;;PLANO 7;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q089014;E960161 - E960165;;;https://drive.google.com/file/d/1ZlShfdqHg53i_6yF_pkdkV7fC8rqInra/view;;;;;;1 N1-3;;;;;;;;;;;;;;;;;;;;5;;;;;;;;R$ 56.320,08;;;LD-CCOL-POV. ROMULO CAMPOS-RURAL;;;;LV + ENERGZ;;;0;;;;;;;16/02/2026;20/02/2026;;;;TRUE;;;;;-10,6656649, -39,7442263;0;;;;FALSE;1;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,6656649;-39,7442263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1229382;;QUEIMADAS;GABRIEL;MARCELO;;;PLANO 8;QLP;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;FALTA CABO 4 2202040, 3430547 ALÇA 25, ELO 0,5H 536778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q104198;E960166 - E960170;;;https://drive.google.com/file/d/1LCuK2VNEOWAEaBD78IbXkHPp9RxnLk5F/view;;;;;;1 N4;;;;5;;;;;;;;;;;;;;;;5;;;;;;;;R$ 56.320,08;;;RC-PREF-RUA-PONTE NOVA-CENTRO;;;;DESL + LV;;;4;;;;;;;23/02/2026;27/02/2026;02/02/2026;;;TRUE;;;22221 (D);;-10,966255, -39,6266983;0;;;28/02/2026;FALSE;1;fev./1;SUBS 2 VAOS MT;Nao concluida;Nao concluida;;Nao concluida;-10,966255;-39,6266983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1235222;;JAGUARARI;ADRIANO;OSMAR;Energizada;;PLANO 7;OBRAS ÁGEIS;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E383460;E960171 - E960175;;;https://drive.google.com/file/d/15I_KjRDGKtSZJxg5POltd4Vsl7Q1pFqM/view?usp=drive_link;;;;;;;;;;4;;;;;;;;12/02/2026;;TRUE;;;;;;4;;;;;;;;R$ 26.255,62;;;UB-CIND-RUA-SALVADOR-NOVO PILAR;;;;BT;;;0;;;;;;;03/02/2026;06/02/2026;03/02/2026;;TRUE;TRUE;;;19546 BT;;-9,8867443, -39,9750279;0;;;;TRUE;1;fev./1;;OK;OK;TRUE;OK;-9,8867443;-39,9750279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1238247;;PINDOBAÇU;ADRIANO;VITOR;Energizada;;PLANO 7;OBRAS ÁGEIS;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D920705;E960176 - E960180;;;https://drive.google.com/file/d/1wLyG-E0eKtrD--9koEfA8nV7i9vI1ML-/view;;;;;;;;;;4;;;;;;;;10/02/2026;;TRUE;;;;;;4;;;;;;;;R$ 20.120,43;;;ER-CIND-FAZ-ITAPICURU-RURAL-ITAPICURU;;;;BT;;;0;;;;;;;16/02/2026;20/02/2026;10/02/2026;;TRUE;TRUE;;;20280 BT;;-10,7603437, -40,3735219;4;;;;TRUE;1;fev./1;;OK;OK;TRUE;OK;-10,7603437;-40,3735219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1218933;;MONTE SANTO;GABRIEL;ANAILTON;Energizada;;PLANO 7;OBRAS ÁGEIS;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A269213;E960193 - E960195;;;https://drive.google.com/file/d/15--7xfkm0ARDRypmDEonZN4SBy1I4MqI/view;;;;;;;;;;3;;;;;;;;21/02/2026;;TRUE;;;;;;3;;;;;;;;R$ 17.019,62;;;ER-CIND-POV-TAPERA-RURAL;;;;DESL;;;0;;;;;;;16/02/2026;20/02/2026;16/02/2026;;TRUE;TRUE;;;18365 (D)     25370 BT;;-10,4765066, -39,3455336;3;;;20/02/2026;TRUE;1;fev./1;1 PSPT BT;OK;OK;TRUE;OK;-10,4765066;-39,3455336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1227102;;NORDESTINA;GABRIEL;ANAILTON;Energizada;;PLANO 7;OBRAS ÁGEIS;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q101743;E960199 - E960201;;;https://drive.google.com/file/d/14eE8IL6rnR8HN6jAoXzkuCLR6BVSiQiq/view;;;;;;;;;;3;;;;;;;;10/02/2026;;TRUE;;;;;;3;;;;;;;;R$ 20.406,94;;;UB-CIND-RUA-ALTO DAS POPULARES 80-NORDES;;;;BT;;;0;;;;;;;16/02/2026;20/02/2026;02/02/2026;;TRUE;TRUE;;;19530 BT;;-10,8300414, -39,4323508;1;;;;TRUE;0;fev./1;;OK;OK;TRUE;OK;-10,8300414;-39,4323508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1153560;;MONTE SANTO;GABRIEL;ANTONIO;Energizada;;PLANO 8;INSTITUCIONAL;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D366345;E960196 - E960199;;;https://drive.google.com/file/d/15I_KjRDGKtSZJxg5POltd4Vsl7Q1pFqM/view;;;;;;2 PSTP;;;;0;;;;;;;;27/02/2026;;TRUE;;;;;;3;;;;;;;;R$ 35.948,81;;;RC-CIND-CJN-CALUNGA-RURAL;;;;DESL + LV;;;0;;;;;;;23/02/2026;27/02/2026;16/02/2026;;TRUE;TRUE;;;DESL 19007   //  21868 LV;;-10,3720924, -39,2941562;3;;;27/02/2026;TRUE;0;fev./1;SUBS 2 VAOS MT;OK;OK;TRUE;OK;-10,3720924;-39,2941562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BFM Fev 26;;B-1219020;;MONTE SANTO;GABRIEL;MARCELO;;;PLANO 7;OBRAS ÁGEIS;;;;;;;;;;;;;;;;;100%;;;;;;;;;;;;;;FALTA 3431760 LAÇO 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E592238;E960190 - E960192;;;https://drive.google.com/file/d/1P1_YjzmTpcYPiO9N_n6c7bb3TdLg5Dd1/view;;;;;;;;;;2 (1 PENDENTE COMPRESSOR);;;;;;;;;;;;;;;;3;;;;;;;;R$ 17.237,92;;;UB-CIND-RUA-NOVA-ALTO DA COLINA;;;;BT;;;3;;;;;;;09/02/2026;13/02/2026;16/02/2026;;;TRUE;;;19497 BT;;-10,4283828,-39,3250001;3;;;;FALSE;1;fev./1;;Nao concluida;Nao concluida;;Nao concluida;-10,4283828;-39,3250001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
